review_score,review_content,id_review,polarity
5.0,"Je me suis inscrite rien que pour pouvoir écrire mon avis sur ce merveilleux film, tout en nuances, qui m'a fait rire et pleurer ! Clint Eastwood était déjà mon réalisateur préféré, quel talent il a, et quelle chance nous avons de vivre à la même époque que lui et de pouvoir découvrir tous ses films !!!",43358,0
5.0,Un super film à voir absolument!!!Bluff complet!,43357,1
5.0,"C'est un film formidable ! c'est du grand Clint Eastwood, son personnage est attachant .Si vous avez aimer million dollars baby vous allez gran torino .",43356,1
5.0,"film magnifique, sans doute le plus beau du grand clint de par son cote testament et bilan d'une vie.des thèmes multiples traites avec énormément d'intelligence, de sensibilité et d'humour aussi.bref c'est très très drôle et vraiment bouleversant! Et que dire de la chanson finale chantee par clint et jamie cullum sinon qu'elle est dechirante, a l'image du film qui vous laisse profondément ému et heureux que le cinéma puisse être un si grand art!",43355,1
5.0,"Que dire ? Tout simplement Clint !!! Un film plein.. Une grande émotion teinté de beaucoup d'humour. J'ai adoré !! Un acteur immense, un réalisateur extraordinaire ... On est pressé de voir le prochain ..",43354,1
5.0,"Ce Clint est tout simplement formidable. Encore un film hallucinant à 78 ans ! Un charisme, une présence, une sensibilité, de l'humour, bref, que du bonheur ! J'espère qu'il ne s'agit pas là d'un film testament car le bonhomme n'est pas éternel. Mais quelle carrière ! Quel potentiel ! Quel immense acteur doublé d'un réalisateur hors pair. J'aimais Eastwood lorsqu'il incarnait Dirty Harry, j'adore Eastwood depuis Sur la Route de Madison et tout ce qu'il a pû faire après. Continuez votre oeuvre M. Eastwood, le plus longtemps possible.",43353,1
5.0,"c'est un pur chef-d'œuvre une histoire bien ficelée, un scénario en béton armé et un clint eastwood grandiose a voir absolument",43352,1
2.5,"Il est toujours plaisant de retrouver le charismatique Clint. Le décor prend place dans un lotissement de l'Amérique profonde, en quelque sorte un Far West des temps modernes. Notre papy cowboy n'est donc pas dépaysé d'autant plus qu'il endosse le personnage de justicier antihéros, incompris des autres et lui-même misanthrope. Regard incisif, les scènes trouvent toute leur tension lorsque papy protecteur, ancien de la guerre de Corée, joue de la gachette imaginaire comme un enfant. Le face à face générationnel nous tient en haleine et on apprécie le talent d'intimidation du septuagénaire.Malheureusement nul doute sur la tournure que va prendre le scénario. L'enchaînement est cadencé sans grandes originalités. L'histoire de l'homme asociable qui ouvre son coeur de pierre aux autres est un adage apprécié du public mais vu et revu. On se console avec les dialogues et insultes au second degré souvent hilarant.",43351,1
5.0,Tout simplement un film émouvant.J'ai beaucoup aimé ce mélange de drame et d'humour.,43350,0
5.0,"Clint est un grand ,un clint comme on aime le voir a la fois dur et simpas avec un grand coeur .se flims terrible a tout se que a ete le grand clint . c un acteur comme on n en fais plus pour preuver Gran Torino aller le voirs vous ne serai pas dessus , c sont dernier flims en t en qu acteur .bye",43349,1
5.0,"Quel magnifique film ! Du grand Clint Eastwood, aussi bon réalisateur qu'acteur !Je n'avais pas pleuré depuis longtemps mais ce film a su me faire couler les larmes. Il est aussi drôle qu'il est émouvant.",43348,1
5.0,"Ce n'est pas la premiere fois que Clint aborde le thème de la rédemption, mais dans Gran Torino, il le fait brillemment. Sans compter les nombreuses tirades culte qui rend ce film vraiment jubilatoire.Un pur régal.",43347,1
5.0,"Que dire a part que ce film est un chef d'oeuvre ! Tout simplement mon film préféré, des acteurs géniaux, merci Mr.Eastwood",43346,1
3.0,sublime film telment que j'en ai éclater en sanglot mes larmes me remonte juste kan j' y repense franchement je suis plus que fan je vous le dit regarder le c un film ou ya des rire comme des larmes je regrette un peu de l'avoir vu parce qu'il ma trop marqué je ne dirais pas la fin mais sincèrement regarder le c un film qui va resté graver dans votre mémoire toute les scène était merveilleuse ni il en manquais ni il y en avait trop clin eastwood et mon acteur préféré après million dollar baby je classe celui dans les meilleurs voila bon filmmm !!!!,43345,1
5.0,"De humour, de la passion, de l'émotion, et une grande leçon de vie ! Un film inoubliable, Du grand Clint Eastwood !",43344,0
5.0,"Du grand cinéma à l'état pur, chapeau Clint Eastwood",43343,1
5.0,"Comme toujours une belle leçon d'humanité avec une fin inattendue.Un grand film, de grands acteurs, un grand réalisateur. A conseiller aussi bien pour la beauté du film et que faire réfléchir sur différents sujets.A voir et revoir",43342,1
5.0,Excellent !!,43341,1
5.0,Film à voir en VO si possible! Génialissime!,43340,1
5.0,"un film qui m'a fait rire avec des choses inhabituellement drôles ! la dose d'humour est parfaitement dosée avec une touche émouvante. J'ai vraiment été envouté par le film. Clint Eastwood est extraordinaire ! Pour moi c'est un chef d'oeuvre qui retrace toute sa carrière majestueuse. A voir une fois, deux fois... et plus !",43339,0
5.0,"Dans l'esprit de Million Dollar Baby, Clint Eastwood nous montre des thèmes (la famille, la tradition, l'honneur) qui lui tiennent à cœur. On s'attache aux personnages, qui restent humain et donc imparfaits. Le changement d'attitude du personnage principale vis-à-vis de ses voisins peut paraitre surprenant, mais reste compréhensible.Si vous avez aimé Million Dollar Baby, le type de narration est le même.",43338,1
5.0,"Excellent film, un très grand Clint Eastwood.....A voir!!",43337,0
5.0,"Très bon film. Clint Eastwood signe ici un grand film en tant que réalisateur et brille par sa performance d'acteur. On passe ainsi un très bon moment, tantôt en esquissant des sourires, tantôt en étant ému par le scénario et les acteurs. A voir de préférence en VO pour profiter au maximum des jurons/vannes de Clint.",43336,0
5.0,Un film magnifique avec un CLINT EASTWWOD dans un rôle qui lui colle à la peau.Le film dure 2 heures mais le scénario et le jeu des acteurs fait que çà passe trop vite.J'irai presque le revoir une seconde fois!!!!,43335,1
5.0,"Ah sacre Clint, cela fais pres d' une vingtaine d annees que je regarde tes films et qu ils restent et resteront les plus beaux chefs d oeuvre du cinema USA.Gran Torino, melengeant harmonieusement comedie ( si je puis dire) et drame, s impose comme l un des meilleurs films de Clint. Comme A son habitude Clint nous reserve une bonne palette d expressions qui resteront mythique telle "" est ce que ca vous est deja arrive de tomber sur un mec qui fallait pas faire chier, c est moi!""Bref,ce personnage vulgaire, je m en foutiste, raleur se transforme peu a peu en a un homme sensible et aimant. Supose etre le dernier en tant qu acteur Clint ne vieillit pas, il murit son cinema murit et devient de plus en plus extraordinaire et emouvant. Enterrant une bonne fois pour toute ces personnage telles L inspecteur Harry ou le Maitre de guerre, Clint nous transporte et ca c est beau , ah ca c est beau ca c est beau bref BRAVO L AMI !!!!!!!!!!!!",43334,1
5.0,Un film formidable qui appelle la réflexion Je suis aller le voir avec mon fils aine de 14 ans qui a été bluffé et ébranlé par ce film A recommander ++ à tous Encore du grand Clint Eastwood,43333,1
5.0,Gran Torino est un film dont on sort bouleversé. Magnifique! Allez-y vite!,43332,1
5.0,"Très beau film, de l'humour et de l'émotion.Interprétation de Clint Eastwood parfaite de même la mise en scène.Au moins un film qui a du sens.Film dans la lignée de Million dollars baby",43331,0
5.0,"film magnifique, comme l'acteur-réalisateur, un film a ne pas manquer !!",43330,1
1.0,"Bonsoir,Je suis un fan de Eastwood et suis déçu de ""Gran Torino"".Franchement le film est sans intérêt (dialogues, histoire) ; je ne reconnais pas l'immense réalisateur de ""Mystic river"", ""Million dollar baby"", ""Mémoires de nos pères"", etc... Quelle déception!",43329,1
5.0,"Magnifique, boulversant, profondément humain : du très très bon Clint Eastwood, qui est un très très grand Monsieur.",43328,1
4.5,Excellent film à la fois drôle et touchant avec un Clint Eastwood fabuleux ! Je vous le conseille fortement !,43327,1
5.0,"Je pense que Gran Torino est pour moi, le meilleur film de Clint Eastwood. Dans ce film, c'est un acteur et réalisateur grandiose. Le scénario est époustouflant et la mise en scène excellente. De plus, le personnage de Walt Kowalski (clint eastwood) est incroyable et la bande son est magnifique. Il n'y a rien a reprocher sur ce film rempli d'emotions. Je vous conseille fortement d'aller voir ce film !",43326,0
5.0,"Ce film de Clint Eastwood est juste sublime, pour un retour après million dollars baby, ce réussi. Ce drame a un côté dure, avec un homme sans pitié qui dit ce qui pense avec une part d’humain qui montre un jeu d’acteur irréprochable et touchant. Cela donne une film emouvante et à la fois magnifique. Ce film est un chef-d’œuvre pour moi et à mes yeux il restera sublime et touchant.",43325,-1
3.5,"j'ai bien aimé, c'est cool. un clint au topLa problématique de l'autodéfense, de protéger les autres, De l'intérêt d'être vieux pour faire n'impDonc c'est à voir car bien réalisé et bien joué",43324,1
4.5,"très beau film, captivant de bout en bout avec un Clint Eastwood vieillissant mais tous aussi passionnant !!!",43323,1
5.0,Exeptionnel film . Ce putin de pd (comme il s'est si bien le dire :) ) de clint eastwood est vraiment un grand bonhomme .. Bravo,43322,1
4.5,Extraordinaire fable sur un thème déjà bien connu de Clint Eastwood : un vieux loup de mer un peu âcre qui va se (re)découvrir des facettes profondément humaine au crépuscule de sa vie. Grandiose!,43321,1
5.0,"Gran Torino. Film réalisé, produit et joué par un des plus grand acteur du monde, le célèbre Clint Eastwood. Dans Gran Torino, Eastwood prend un malin plaisir à jouer son rôle de retraité aigri et raciste entouré de jaunes ce qui donne une part énorme d'humour à son film avec des scènes hilare comme les passages au coiffeur/barbier. Ajoutons à cela des scènes touchantes, beaucoup d'humanité, une réalisation sans faille, beaucoup d'humour. Plus sérieusement Gran Torino est cultissime, ont ne s'ennuie pas une seul minutes durant ces 2 heures de films ! Courez le voir !",43320,1
5.0,Ce film est tout simplement magnifique. Fabuleux Clint Eastwood...,43319,-1
5.0,"Avant de commencer ma critique, je me demande comment il est possible que quelqu'un ait voté 0étoile, voire même rien qu'une. Soit ils n'ont vraiment aucun goût, soit ils n'ont vraiment rien dans leur petite tête.Ensuite pour vous parler de ce film, à mon humble avis, il mérite bien sa position de top critique presse du moment, ce film est une merveille. Voir comment un homme corrompu jusqu'à l'os par ses préjugés peut vite changer d'avis en observant ses voisins, en montrant à un jeune garçon qui a évité de justesse une vie de, pardonnez moi l'expression, de con. Ce film est tout bonnement génial, et il est à ne par rater, sous aucun pretexte.",43318,1
5.0,Juste Wah.Ce film est énorme ! Le personnage Walt malgré lui est attachant.. Un film super a regarder encore et encore..,43317,1
5.0,"Clin, Thon Film il est Bon, Miam miam",43316,1
4.0,"Ce film est dur mais vraiment bien, à voir en VO car le doublage en français est mauvais !",43315,1
5.0,"Que dire? Encore du grand Eastwood pour un film avec ce qu'il faut d'humour (noir), de cynisme et de (bons) sentiments! Je recommande!",43314,1
1.0,"Pour moi ce film est moyen, doublé d’un intérêt très discutable. Sujet archi banal et mal traité, lent et le bon moralisme Américain cette fois-ci ne prend pas et ne sauve pas un scénario approximatif qui s’essouffle. Je ne comprends pas le succès qu’il a pu avoir outre-Atlantique et en europe. Aucun acteur ne croit en son personnage, aucune épaisseur de la part du grand Clint… Il y a eu tellement de plus efficace et de plus puissant dans le style. Cimino, « L’Année Du Dragon » par exemple… »",43313,0
5.0,"J'ai toujours cru que le but d'un film était de transmettre un message et, sans pour autant plaire, faire réagir. Dans ce cas un grand film; est de ce genre de film qui nous laisse scotché d'une manière ou d'une autre à notre siège. Prenons Gran Torino, dernier film d'un monstre sacré du cinéma qu'est Clint Eastwood et encensé par la critique du monde entier, et bien mesdames et messieurs vous avez devant vous, tout, d'un très très grand film. Car dans ce film, on aime, on rie, on pleure, on hais, le tout en même temps mais en aucun cas nous laisse indifférents.Il décrit une situation sociale pas banale : un vétéran de la guerre de Corée aigri, raciste, colérique, à bout, venant de perdre sa femme et vivant dans un quartier qui peu à peu s'est vidé des ""vrai américains"" (texto dans le film) pour laisser place à des réfugiés du peuple Mong.De quoi ""péter un câble"" en moins de deux pour notre Walt Kowalski.Alors bien sur il y a de la vulgarité, notre protagoniste a un langage bien a lui et une langue plutôt bien pendu. Cette vulgarité n'en est pour autant que plus vrai, plus crédible, à 100 lieux de celle, gratuite, d'un Ben Stiller. Cette vulgarité prend toute sa dimension et trouve sa place tout simplement.Clint Eastwood nous livre ici une performance d'acteur monumentale, criante de vérité. Chaque scène est une offrande, tant bien celle finale (absolument magnifique) que la plus petite ouverture de bière. Des répliques qui vont devenir culte jonchent ce scénario qui ma foi prend toute sa dimension ""a confesse"". Les acteurs sont parfait à chaque instants.Et que dire aussi de la bande son, je suis resté jusqu'au bout du générique pour en profiter au maximum...Il est ma foi bien difficile de mettre des mots sur ce que je penses de ce film et tous les superlatifs ne sont que pâles tentatives à coté de ce chef d'œuvre.Monsieur Clint Eastwood chapeau bas, livrez nous d'autres film de ce niveau, nous en manquons cruellement.En un mot : merci.",43312,1
5.0,Vraiment excellent ce film,43311,1
5.0,"Magistral !!Un scenario dense qui aborde avec subtilité la solitude, le deuil, la vieillesse, l’érosion des liens familiaux, l’immigration, la délinquance, etc. Le trait est fin, le ton d’une justesse rare, sans jamais flirter avec le pathos. Les trois acteurs principaux offrent un jeu superbe : suggestifs ou entiers, ils délivrent des personnages sans fard, complexes, attachants et terriblement vivants. Puisqu’il s’agit de ça pour tout dire : la vie qui brille à nouveau à la lueur de rencontres improbables. L’émotion est sublime!Il est des films qui vous clouent à votre siège jusqu'à la fin du générique et dont on ne veut pour rien au monde rompre la magie, qu'importe le dernier métro...Ce chef-d'oeuvre en fait partie.",43310,1
5.0,"c'est ma première critique pour un film, j'ai créé un compte exprès !!! C'est dire si j'en pense du bien...du rire et de l'émotion, sans niaiseries, le tout couronné par la belle musique de Jamie Cullum ! A voir (en VOST)...",43309,1
1.0,"""No country for conservative men"" voici le titre qu'aurait mérité le nouveau film de ce vieux Clint (il joue le con ou bien il est vraiment con?). Inutile, passable, gangs pas crédibles, un sentimentalisme exaspérant et un fond de machisme old west qui dérange (car faire du jardinage c'est pour les cons, mieux le bâtiment pour être un homme), un racisme à la Le Pen (on a le courage de dire ce qui ""est"", parce qu'en se moquant de lui la tête de citron devient vraiment la tête de citron). Bah, je ne crois pas que ce soit le même réalisateur de ""L'échange"".",43308,1
5.0,"Film simple, direct, efficace,émouvant et drôle. Un acteur tout en retenu, qui paradoxalement donne tout. A voir et à revoir. Magnifique. Quelle belle leçon d'humanisme en ces temps.",43307,0
5.0,"Je ne viens pas ici pour dire s'il s'agit d'un chef d'oeuvre ou non, d'ailleurs qui suis-je pour être aussi affirmatif ? J'ai vu le film, je l'ai énormément apprécié, il m'a fait rire et pleurer, que demander de plus ? C'est un grand, bon et beau film d'Eastwood. En fait je viens surtout pour pousser une petite gueulante contre tous ces foutus amateurs de ciné revenus de tout, blasés jusqu'à la moelle qui s'autorisent à descendre le film sous prétexte qu'ils n'ont su percevoir ni son humour, ni sa finesse ni aucune autre qualité... A cela je ne saurais que trop conseiller d'annuler leur abonnement annuel à leur fournisseur de spectacle habituel, et d'éviter d'aller voir toutes les bouses qu'on leur sert uniquement pour rentabiliser leur investissement. Enlevez la merde que vous avez dans les yeux, reformatez votre cervelle surchargée par une quantité hallucinante de fausses expériences et d'autosatisfaction, et cessez enfin de voir les films avec votre estomac, car un film ça ne se digère pas avant de se déguster. Merci de m'avoir lu.",43306,1
5.0,Waw film vraiment sympa le genre de film ou on a pas envie que ça s'arrête!,43305,1
5.0,"une petite merveille, on retouve tous les clint que l on aimait, du cowboy à l'entraineur de boxe en passant par la route de madison...On frôle la perfection, bref, un petit moment de bonheur qui vous donne un sourire béat pour le reste de la semaine.",43304,1
5.0,Unique. Mémorable. Divin. Un pur chef d'oeuvre.,43303,1
5.0,"Interessant, drole, emouvant, GENIAL quoi, du grand Clint Eastwood !",43302,1
5.0,"Je met 4 étoiles a ce pur chef d'oeuvre! Clint Eastwood, monstre sacré du cinéma, n'a décidément pas l'air de pouvoir décevoir! Un scénario prenant du début à la fin pour ce qui,je l'espere, constitura un des meilleur film de cette année 2009.",43301,1
5.0,"Ce film est un chef d'oeuvre. Clint Eastwood est grandiose.La musique est magnifique. Il y a bien longtemps que je n'avais vu un film aussi poignant. On passe du rire aux larmes en quelques instants.S'il est vrai que c'est le dernier rôle de Mister Clint Eastwood, le cinéma perd alors un immense acteur.",43300,1
5.0,"un film magistral, majeur dans la carrière de clint eastwood; un testament? peut-être... synthèse d'une carrière bien remplie! On est pas loin du chef d'oeuvre; c'est un film qui laisse des traces, des émotions....la barre a été mise bien haut!! CHAPEAU BAS, MONSIEUR CLINT !",43299,1
5.0,"Je ressors a l'instant du cinéma, et j'avoue que je n'arrive pas a trouver de qualificatif pour ce film. Je reste bouche bée quand à la performance de Clint, tant par la réalistaion que le jeu de l'acteur. On la savait capable de nous surprendre, mais la il a fait fort. D'après je pense que c'est l'un de ces meilleurs films, bien que je ne connaisse malheureusement pas l'integralité de sa filmographie vu mon jeune age. Ce film est drôle, émouvant, surprenant et dramatique. Mais sans raconter la fin de l'histoire, la chute finie sur une touche d'humour plutôt bienvenue, quand on entend les gémissements et pleurs retenus l'ensemble de l'auditoire dans le cinéma. Au delà de la prestation de Clint Eastwood, on peut tirer le chapeau aux acteurs principaux asiatiques dont je ne connais pas les noms, veuillez m'en escuser.Pour ma part ce film va rentrer immediatemment dans mon ""Top Film"" et viendra à sa sortie se nicher dans ma médiathèque.Excellent film à tous.",43298,1
5.0,"Monsieur Eastwood,J'aimerais vous présenter toutes mes excuses. Lorsque l'on ma dit que ce Gran Torino était un grand film , je l'ai tout de suite cru. La première fois que je vous est vu à l'oeuvre, c'était dans Le Bon, la Brute et le Truand. Vous n'étiez pas Bon, vous étiez une présence, un souffle, tout en nuance dans votre jeu comme l'exigait le rôle. Puis votre génie vous a permis de réaliser tout en continuant de jouer avec toujours cette finesse et cette présence, Impitoyable, Mistic River, Million Dollar Baby. Voila des grands films, ou vous n'incarnez pas, une caricature tout en excès, de vous même. Ou les répliques, sans grandes envolées, vous marque au plus profond. Ou la morale vous touche parce qu'elle ne fait pas l'apologie des ""héros"" de l'Amérique. Mais la musique sonne faux, dans Gran Torino vous n'êtes pas vous même. Vous n'êtes pas ce buveur de bière nationaliste qui grogne pendant deux heures. Vous êtes Francky, Munny, Blondin, fort et fin, à la vie comme à l'écran.Monsieur, vous êtes une légende.",43297,1
2.5,"Clint en acteur assure comme d'habitude, mais je trouve l'histoire sans grande originalité, et les événements si prévisibles...le film se laisse voir et se laisse aussi oublier avec la même docilité, c'est dommage.. néanmoins, Clint est encore debout et il nous épatera bientôt, j'en suis sur.",43296,1
5.0,"Ce film est l'un des meilleurs film que Clint Eastwood ait pu faire. Il reflete une image méconu des états Unis qui n'est pas montré habituelement.Clint joue merveilleusement bien son rôle de reclu qui en veut à tous les étrangers car il à un lourd passé de guerre. Le thème de la guerre de Corée est bien choisi car elle n'est pas souvent utilisée.J'ai vu le film hier, (jour de sortie) et je n'arrive pas à m'en remettre. ce film est magnifique et Clint nous montre qu'il sait parfaitement faire son métier. Pour moi il s'impose en tant qu'un des meilleurs cinéaste dans son genre de film.Merci Clint...",43295,1
5.0,"Très bon film de Clint Eastwood, excellent dans son rôle de vieux grincheux qui se révèle plus humain au fur et à mesure que le film avance.Film plein d'humanité et d'intelligence face à la violence gratuite; A voir absolument !",43294,1
5.0,Extraordinaire !!!,43293,1
4.0,"avant de poster mon avis , j'ai parcouru les critiques qui n'ont mis aucune étoile je n'ai pu m'empêcher de sourire à certains commentaires tellement les arguments pour rabaisser ce film sont déconcertants...:)Bref de mon propre avis ce film est vraiment profond , pour le comprendre il faut creuser et ne pas se contenter de la surface ...Les ""clichés"" ne me dérangent pas et sont d'ailleurs plutôt drôles , certains l'oublient mais la réalité est parfois plus grotesque et hilarante ...biensûr nous ne sommes pas en Amérique mais je me suis plusieurs fois trouvé dans des situations ou face à des comportements similaires à ceux exposés dans ce film ... et ceux qui appellent cela des ""clichés"" devraient sortir de leur cage dorée...Sinon très beau chef d'oeuvre qui mérite largement ses 4 étoiles , moi j'en ai mis 3 car je trouve que le jeu de certains acteurs laisse parfois à désirer ainsi que certaines parties du film pas trop crédibles... ne le ratez pas les bons films sont si rares en ce moment...",43292,1
5.0,chef d'œuvre très touchant on évolue avec walt(clint eastwood) au cours du film et on se lie d'affection à lui,43291,1
5.0,Du grand art!!!!,43290,1
5.0,"je suis allée voir ce film juste pour passer le temps, et franchement je ne regrette pas, ce film est tout simple fantastique, jamais je n'ai autant apprécié Clint Eastwood, ce rôle lui va à merveille. J'ai particulièrement apprécié le fait qu'il joue un rôle qui aille avec son âge, c'est plutôt rare; en plus il m'a fait pleurer.En bref un bijou du cinéma.",43289,0
4.5,"Je viens de voir Gran Torino, Quel moment d'émotion.Clint Eastwood merveilleux acteur, formidable réalisateurMerci Mr Clint pour ce film fabuleux",43288,1
5.0,"Pour moi ce film est un classique, a voir et revoirje n'ai rien d'autre a ajouter",43287,0
5.0,"Un film à la fois drôle et émouvant. Une histoire captivante, on ne s'ennuie pas une seconde bien que le rythme soit plutôt lent, des acteurs justes et un Clint Eastwood impressionant. En bref, j'au trouvé ce film mafnifique dès les premières images jusqu'au générique de fin, interprété par Jamie Cullum, grandiose.",43286,0
5.0,"Eexcellent moment! Grand film à plusieurs facettes, où le rire côtoie la mort, plein d'humour et d'auto-dérision, juste et émouvant.""Un film doux comme une trique"" (J.P. Tessé)",43285,1
5.0,"Rares sont les films dont on ne devine pas la fin, et celui-ci n'en fait pas du tout partie. Clint Eastwood reste un GRAND acteur !! TRES BON FILM A VOIR",43284,-1
5.0,Humour. Relation entre ethnies. Drame. Suspense. Tout y est. En un seul mot: génial. Le meilleur film que je n'ai janmais vu tant il est plein et réaliste. Chapeau!,43283,-1
5.0,du grand clint tout simplement :) Et le dernier film de cette légende devant la caméra .,43282,1
4.5,"Un film palpitant et plein de rebondissements, un Clint Eastwood jouant toujours aussi bien, une intrigue cohérente (quoique parfois simple): tous les ingrédients pour un bon film...Classique à voir !",43281,-1
5.0,"Rien à redire, le film est exceptionnelle. A la fois drôle et triste, clint eastwood joue un rôle à la perfection.A voir absolument.",43280,1
5.0,M.EASTWOOD EST TOUS SIMPLEMENT MAGNIFIQUE DANS UN FILM MAGNIFIQUE OU HUMOUR ET EMOTION SE MARIE TRES BIEN UN BON SCENARIO ET SURTOUS UNE GRAND TORINO A TOMBER PAR TERRE :),43279,1
5.0,"Film très poignant, Clint est merveilleux dans ce role. A la fois drôle et émouvant, on ne s'ennuie pas une seconde!A aller voir de toute urgence!",43278,1
5.0,exceptionnel film! du grand cinema! une histoire fantastique et une très belle auto :),43277,-1
5.0,"Il est touchant, drole, et grave...ce film vaut la peine!!!",43276,1
5.0,"A VOIR !!! encore un excellent film de et avec clint eastwood. Drôle, émouvant, attachant, évitant les clichés. Même si la fin est attendue on se régale.BON FILM",43275,-1
4.0,un tres beau role bien que tres manicheen,43274,1
